txt	polarity
أموي #سوريا •  أبـْـْطال لواء الشهيد أحمد العمر ولشهر الخامس على التوالي يرابطون على الثغور في جبهة عتمان   URL 	Positive
USERNAME حسبي الله على كل من دمر سوريا وقتل الانفس بغير حق 	Negative
أموي #سوريا •     - #حماة #الريف_الشمالي   الجيش الإسلامي الحر يستهدف بمدفع إلى جهنم معاقل النظام في قاعدة تل... URL 	Negative
RT USERNAME: ياالله ربنا لا اله الا انت يامن لا تضيع ودائعه  تستودعك أهلنا في سوريا في حمص وحلب نسألك ونتوسل اليك بأسمائك الحسنى فرج عنهم كربهم وانصرهم 	Positive
أنواع كراسي الرئاسه العربيه كرسي #الجزائر مفاز به مقعد كرسي #سوريا ولو بدمارها كرسي #مصر بالبياده العمياء #مرسي URL 	Negative
#سوريا | بالفيديو.. الثوّار يدمّرون دبّابة ويصرعون ضابطًا في مورك بريف حماة: دمّرت كتائب الثوّار، اليوم الجمعة... URL 	Negative
RT USERNAME: الحمدلله بدئت اليوم بإنشاء مخيم إحساس 2 الخاص بأبناء قبيلة الظفير في سوريا وننتظر دعم أهلنا واخواننا ﻻن المخيم بحاجة لكثير … 	Positive
RT USERNAME: إلى المذيعات في قنوات الجزيرة و العربية : عند تقديمكن لنشرة أخبار أهلنا في سوريا .. لا داعي للتبسم ! 	Negative
#مصر حمص: القوات النظامية السورية \"تضيق الخناق على مقاتلي المعارضة\" URL #egypt 	Negative
إذاء خاب الظن بالعباد فالظن برب العباد لا يخيب.  ربنا انا نستودعك اهلنا في حمص وفي كل انحاء سوريا ربنا كن معهم... URL 	Positive
#بئول_المتل  ئال الغايب عذرو معو   #أبو_سامر #أمثال_شامية #دمشق #سوريا #غرد_بصورة URL 	Neutral
RT USERNAME: #قناة_الميادين تكشف كيف جرى الإعتداء على الاعلاميين في #قناة_المنار URL #شهداء_المنار #لبنان #سوريا 	Negative
\"USERNAME: لحس كس بنت قمر  URL جنس نيك محارم مصر سوريا السعودية صور ورعان قطر دياثة دبي اغتصاب\" 	Neutral
#أوغاريت || #سوريا #إدلب :: #التمانعة , إلقاء برميل يطلق غازات سامة على ناحية ال... ... URL 	Negative
RT USERNAME: أموي #سوريا •  عااجل   مقتل العميد حسن عثمان رئيس قسم التحقيق في #المخابرات_الجوية بحلب وعدة عناصر آخرين... URL 	Negative
RT USERNAME: أموي #سوريا •  حماة_الريف_الشمالي-   قصف بالطيران الـْـْحربي والمروحي وأكثر من عشرين برميل على مدينة مورك منذ... URL 	Negative
RT USERNAME: #غرد_بصورة  (من المؤسف جدا ان هناك  فلسطينيون اضلهم الدين الوهابي ذهبوا ليتفجروا في سوريا ) URL 	Negative
RT USERNAME: أب يذرف الدموع وهو يحمل ابنه المصاب من جراء #البراميل_المتفجرة التي قصف بها النظام السوري اهل #حلب أمس بـ #سوريا URL 	Negative
RT USERNAME: أموي #سوريا •  #الغرفة_المشتركة_لأهل_الشام   #جيش_المجاهدين   #ريف_اللاذقية   اشتباكات عنيفة في محيط المرصد 45... URL 	Negative
RT USERNAME: #ساعه_استجابه اللهم انصر اخواننا في #سوريا و عليك ب طواغيت الشام و #بشار .. يا حي يا قيوم ارنا بهم عجائب قدرتك و اهلكهم بجن… 	Positive
5- الظواهري يعزو القتال بين الفصائل المتشددة في #سورية الى \"غلبة الهوى والجهل والظلم على البعض\" #عاجل_المؤيدة #سوريا #Syria 	Negative
USERNAME لا عبود سوريا مليانه بالمسيح:) 	Neutral
RT USERNAME: الآن سوريا مسرح لكل أجهزة الإستخبارات العربية والغربية  وأنا أتعجب أشد العجب  من عدم تنبه المجاهدين لهذا الأمر  هل هي  غ… 	Negative
#سوريا #ادلب  مصدر ميداني لتلفزيون الخبر :مقتل 50 مسلح في محيط حاجز السلام بخان شيخون معظمهم من جنسيات غير سورية... URL 	Negative
RT USERNAME: “USERNAME في انتظار بطل هتف \"لبيك يا #سوريا\" .. #الشعب_يرد_تحية_الرئيس\"” 	Positive
RT USERNAME: اللهم انصر دينك وسنة نبيك  وعبادك الصالحين في سوريا وفلسطين ومصر والعراق والأحواز وأراكان وافريقيا وكل مكان وعليك بالمنافق… 	Positive
RT USERNAME: #سوريا #قطر #qatar #الدوحة #السعودية #دوم_فاضي #هاشتاق_واحد_فاضى #الرياض USERNAME #واحد_فاضي URL 	Neutral
USERNAME الحقيقة عند سقوط الساحل لن يقاتل بشار سيحب كلابه ليعلن دوله علويه وهذا ماهو متفق عليه مع من قسم سوريا لكن لم يحسبو اننا سنقاتل 	Negative
RT USERNAME: #ساعة_استجابه يارب انصر اخواننا في سوريا و كن معهم . 	Positive
USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME هل صنفنا كل ثوار سوريا إرهابيين .  أم داعش وأخواتها ؟ 	Negative
RT USERNAME: SYRIA #SRGC #الهيئة_العامة #سوريا #حمص : انفجار ضخم يهز مدينة حمص جراء سقوط صاروخ أرض - أرض على الأحياء المحاصرة... URL 	Negative
RT USERNAME: USERNAME حزب الله صار اكبر من لبنان حسن نصراللات صار يبي يعين رئيس سوريا 	Negative
\"USERNAME: أطفال سوريا يا جرح هذا الزمان وحكاية نهاية ضمير الأنسان . URL (via USERNAME)\" 	Negative
RT USERNAME: USERNAME USERNAME صدقت , ولا يزال هذا الوغد قيادياً بما يسمى ب\"الثورة \" السوريه , لقد مارسوا كل الجرائم بحق سوريا ولا يزالوا,تباً 	Negative
#هيكل: الثورة السورية فشلت فعلا #سوريا #الربيع_العربي 	Negative
#SyrianRevolution #فلاش_سوريا || #حماة || #الريف_الغربي: قصف عنيف بالقنايل العنقودية من حاج... URL #Syria #SyrianRevo 	Negative
RT USERNAME: يارب ارفع البلاء عن سوريا واجعلها حُرهه . 	Positive
#Syria #شام #سوريا | ريف #حماة : قصف لقوات النظام يستهدف بلدة كفرنبودة  ، مصدر القصف لق...: #... URL #FF #news 	Negative
RT USERNAME: كشف ملابسات اغتيال القائد أبي محمد فاتح وأفراد عائلته على يد عصابة البغدادي  URL #سوريا #حلب #eyesonhoms … 	Negative
إن واقع الأمة كله مرتبط ببعضه لا ينفك عن الآخر، فما يجري في سوريا مرتبط بما يجري في فلسطين وهو بدوره مرتبط بما... URL 	Neutral
USERNAME الله ناصركم ومؤيدكم ويحفظكم ياا رب .. اهلنا فى سوريا سامحونا فلقد اشغلنا الخونة و العبيد عنكم وعن نصرتكم  . 	Positive
RT USERNAME: ينام الطفل عادة أمام فيلم كارتون ..  #الطفل_السوري ينام في حضن الكارتون نفسه ..! #سوريا URL 	Negative
3 شهداء و 7 جرحى فلسطينيين في سوريا  نتيجة انفجار سيارة مفخخة  في مخيم حمص ' مخيم العائدين ' 	Negative
RT USERNAME: #شام #سوريا | ريف #حماة : الطيران الحربي يقصف مدينة كفرزيتا مستخدماً الصواريخ الفراغية. 	Negative
USERNAME 23-و جبهة لا إسلامية مدعومة بالمال والسلاح تسعى لتنفيذ مخطط جنيف2 و أمريكا في سوريا 	Negative
#سوريا | بريطاني علم بمقتل ابنه في سوريا عبر \"فايسبوك\"! - جريدة النهار URL #أخبار #syria #news 	Negative
#سورية #حلب سقوط برميلين متفجرين في حي الفردوس احدهم على دوار جسر الحج وثاني جانب البريد وانباء عن شهداء وجرحى. #SMC\" 	Negative
#سوريا | بالفيديو.. قذائف “فرسان الحق” تضرب مراكز الأسد في “مورك حماة”: استهدف مقاتلو لواء فرسان الحق، اليوم ا... URL 	Negative
#سايبر_أمان ©شبكة سايبر© سوريا: اشتباكات عنيفة بين الجيش السوري والمسلحين في حي جمعية الزهراء شمال غرب حلب... URL 	Negative
RT USERNAME: اخواننا السنة في سوريا - العراق- لبنان- الأحواز نالوا بسبب التطرف الشيعي ألواناً واشكالاً من الأذى والاضطهاد اللهم فرج عنهم 	Negative
RT USERNAME: USERNAME إن الله على كل شئ قدير...اللهم عجل بفرجك على اهل سوريا وجميع بلاد المسلمين 	Positive
#أوقفوا_إعدام_الأحوازيين #سوريا #فلسطين  اللهم انصرهم ومكن لهم وتولهم ارحم ضعفهم  أيها المتهجدون احتضنوا المستضعفين في دعائكم #أفرحوهم_بدعوه 	Negative
RT USERNAME: USERNAME   ♔ الآن للمتواجدين ♔ (❶) ضيفني الان   USERNAME  👍👍👍  حساب الاخ أبو أحمد المهاجر #سوريا #رتويت 	Neutral
RT USERNAME: #اخر_ساعه_من_يوم_الجمعه لكم اخوه في سوريا .. لهم عليكم حقوق اقلها ال دعاء .. #سوريا #دعاء  #تويكس URL 	Positive
RT USERNAME: الشيعه ينتقمون للحسين من آطفال السنه وكأن الحسين منهم ,الايعلمون أن الحسين عربي آصيل وهم مجوس لا أصل لهم #سوريا URL 	Negative
#حلب سيف الدولة استهداف الثوار لمقرات جيش النظام 18 4 2014 URL #دمشق 	Negative
RT USERNAME: +  يآبرد الشتاء كون عونن ل اهل ألشام .. اللهم أنصر اهل سوريا  #رتويت  #غرد_بصورة  #غرد_بالخير URL 	Positive
